Total Awards,Award Type,Year,Institution,Campus,County,2 Digit CIP,6 Digit CIP,4 Digit CIP,State,Program Family,Program Category,Program
2,Certificate,2021-22,Hohenwald,Maury County Instructional Service Center,"Maury County, TN",47,47.0303,47.03,Tennessee,Mechanic and Repair Technologies/Technicians,Heavy/Industrial Equipment Maintenance Technologies/Technicians,Industrial Mechanics and Maintenance Technology/Technician
1,Certificate,2019-20,Hohenwald,Maury County Instructional Service Center,"Maury County, TN",47,47.0303,47.03,Tennessee,Mechanic and Repair Technologies/Technicians,Heavy/Industrial Equipment Maintenance Technologies/Technicians,Industrial Mechanics and Maintenance Technology/Technician
2,Diploma,2021-22,Hohenwald,Maury County Instructional Service Center,"Maury County, TN",47,47.0303,47.03,Tennessee,Mechanic and Repair Technologies/Technicians,Heavy/Industrial Equipment Maintenance Technologies/Technicians,Industrial Mechanics and Maintenance Technology/Technician
8,Diploma,2019-20,Hohenwald,Maury County Instructional Service Center,"Maury County, TN",47,47.0303,47.03,Tennessee,Mechanic and Repair Technologies/Technicians,Heavy/Industrial Equipment Maintenance Technologies/Technicians,Industrial Mechanics and Maintenance Technology/Technician
2,Certificate,2021-22,Hohenwald,Perry County Instructional Service Center,"Maury County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
2,Certificate,2019-20,Hohenwald,Perry County Instructional Service Center,"Maury County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
2,Diploma,2021-22,Hohenwald,Perry County Instructional Service Center,"Maury County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
3,Diploma,2019-20,Hohenwald,Perry County Instructional Service Center,"Maury County, TN",47,47.0303,47.03,Tennessee,Mechanic and Repair Technologies/Technicians,Heavy/Industrial Equipment Maintenance Technologies/Technicians,Industrial Mechanics and Maintenance Technology/Technician
3,Certificate,2019-20,Hohenwald,Wayne County Instructional Service Center,"Wayne County, TN",47,47.0303,47.03,Tennessee,Mechanic and Repair Technologies/Technicians,Heavy/Industrial Equipment Maintenance Technologies/Technicians,Industrial Mechanics and Maintenance Technology/Technician
6,Diploma,2019-20,Hohenwald,Wayne County Instructional Service Center,"Wayne County, TN",47,47.0303,47.03,Tennessee,Mechanic and Repair Technologies/Technicians,Heavy/Industrial Equipment Maintenance Technologies/Technicians,Industrial Mechanics and Maintenance Technology/Technician
1,Certificate,2021-22,Jacksboro,Main Campus,"Campbell County, TN",15,15.0613,15.06,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Industrial Production Technologies/Technicians,Manufacturing Engineering Technology/Technician
7,Certificate,2021-22,Jacksboro,Main Campus,"Campbell County, TN",47,47.0604,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Automobile/Automotive Mechanics Technology/Technician
4,Certificate,2021-22,Jacksboro,Main Campus,"Campbell County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
1,Certificate,2021-22,Jacksboro,Main Campus,"Campbell County, TN",12,12.0401,12.04,Tennessee,"Culinary, Entertainment, and Personal Services",Cosmetology and Related Personal Grooming Services,"Cosmetology/Cosmetologist, General"
2,Certificate,2021-22,Jacksboro,Main Campus,"Campbell County, TN",46,46.0415,46.04,Tennessee,Construction Trades,"Building/Construction Finishing, Management, and Inspection",Building Construction Technology/Technician
3,Certificate,2021-22,Jacksboro,Main Campus,"Campbell County, TN",47,47.0611,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Motorcycle Maintenance and Repair Technology/Technician
3,Certificate,2019-20,Jacksboro,Main Campus,"Campbell County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
2,Certificate,2019-20,Jacksboro,Main Campus,"Campbell County, TN",52,52.0402,52.04,Tennessee,"Business, Management, Marketing, and Related Support Services",Business Operations Support and Assistant Services,Executive Assistant/Executive Secretary
1,Certificate,2019-20,Jacksboro,Main Campus,"Campbell County, TN",46,46.0302,46.03,Tennessee,Construction Trades,Electrical and Power Transmission Installers,Electrician
1,Certificate,2019-20,Jacksboro,Main Campus,"Campbell County, TN",48,48.0501,48.05,Tennessee,Precision Production,Precision Metal Working,Machine Tool Technology/Machinist
3,Certificate,2019-20,Jacksboro,Main Campus,"Campbell County, TN",47,47.0604,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Automobile/Automotive Mechanics Technology/Technician
16,Diploma,2021-22,Jacksboro,Main Campus,"Campbell County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
13,Diploma,2021-22,Jacksboro,Main Campus,"Campbell County, TN",51,51.0805,51.08,Tennessee,Health Professions and Related Programs,Allied Health and Medical Assisting Services,Pharmacy Technician/Assistant
4,Diploma,2021-22,Jacksboro,Main Campus,"Campbell County, TN",47,47.0604,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Automobile/Automotive Mechanics Technology/Technician
7,Diploma,2021-22,Jacksboro,Main Campus,"Campbell County, TN",48,48.0501,48.05,Tennessee,Precision Production,Precision Metal Working,Machine Tool Technology/Machinist
1,Diploma,2021-22,Jacksboro,Main Campus,"Campbell County, TN",52,52.0904,52.09,Tennessee,"Business, Management, Marketing, and Related Support Services",Hospitality Administration/Management,Hotel/Motel Administration/Management
1,Diploma,2021-22,Jacksboro,Main Campus,"Campbell County, TN",15,15.0613,15.06,Tennessee,Engineering/Engineering-Related Technologies/Technicians,Industrial Production Technologies/Technicians,Manufacturing Engineering Technology/Technician
12,Diploma,2021-22,Jacksboro,Main Campus,"Campbell County, TN",12,12.0401,12.04,Tennessee,"Culinary, Entertainment, and Personal Services",Cosmetology and Related Personal Grooming Services,"Cosmetology/Cosmetologist, General"
12,Diploma,2021-22,Jacksboro,Main Campus,"Campbell County, TN",47,47.0201,47.02,Tennessee,Mechanic and Repair Technologies/Technicians,"Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician"
5,Diploma,2021-22,Jacksboro,Main Campus,"Campbell County, TN",47,47.0611,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Motorcycle Maintenance and Repair Technology/Technician
4,Diploma,2021-22,Jacksboro,Main Campus,"Campbell County, TN",52,52.0402,52.04,Tennessee,"Business, Management, Marketing, and Related Support Services",Business Operations Support and Assistant Services,Executive Assistant/Executive Secretary
6,Diploma,2019-20,Jacksboro,Main Campus,"Campbell County, TN",47,47.0611,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Motorcycle Maintenance and Repair Technology/Technician
4,Diploma,2019-20,Jacksboro,Main Campus,"Campbell County, TN",52,52.0402,52.04,Tennessee,"Business, Management, Marketing, and Related Support Services",Business Operations Support and Assistant Services,Executive Assistant/Executive Secretary
14,Diploma,2019-20,Jacksboro,Main Campus,"Campbell County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
6,Diploma,2019-20,Jacksboro,Main Campus,"Campbell County, TN",51,51.0805,51.08,Tennessee,Health Professions and Related Programs,Allied Health and Medical Assisting Services,Pharmacy Technician/Assistant
3,Diploma,2019-20,Jacksboro,Main Campus,"Campbell County, TN",48,48.0501,48.05,Tennessee,Precision Production,Precision Metal Working,Machine Tool Technology/Machinist
6,Diploma,2019-20,Jacksboro,Main Campus,"Campbell County, TN",46,46.0302,46.03,Tennessee,Construction Trades,Electrical and Power Transmission Installers,Electrician
8,Diploma,2019-20,Jacksboro,Main Campus,"Campbell County, TN",47,47.0604,47.06,Tennessee,Mechanic and Repair Technologies/Technicians,Vehicle Maintenance and Repair Technologies/Technicians,Automobile/Automotive Mechanics Technology/Technician
2,Certificate,2019-20,Jacksboro,Woodson Mall,"Campbell County, TN",12,12.0401,12.04,Tennessee,"Culinary, Entertainment, and Personal Services",Cosmetology and Related Personal Grooming Services,"Cosmetology/Cosmetologist, General"
11,Diploma,2019-20,Jacksboro,Woodson Mall,"Campbell County, TN",12,12.0401,12.04,Tennessee,"Culinary, Entertainment, and Personal Services",Cosmetology and Related Personal Grooming Services,"Cosmetology/Cosmetologist, General"
1,Diploma,2021-22,Jackson,Brownsville/Haywood Extension Campus,"Haywood County, TN",48,48.0501,48.05,Tennessee,Precision Production,Precision Metal Working,Machine Tool Technology/Machinist
7,Diploma,2021-22,Jackson,Brownsville/Haywood Extension Campus,"Haywood County, TN",51,51.0707,51.07,Tennessee,Health Professions and Related Programs,Health and Medical Administrative Services,Health Information/Medical Records Technology/Technician
5,Certificate,2021-22,Jackson,Lexington Extension Campus,"Henderson County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
1,Certificate,2021-22,Jackson,Lexington Extension Campus,"Henderson County, TN",52,52.0402,52.04,Tennessee,"Business, Management, Marketing, and Related Support Services",Business Operations Support and Assistant Services,Executive Assistant/Executive Secretary
4,Certificate,2021-22,Jackson,Lexington Extension Campus,"Henderson County, TN",52,52.0407,52.04,Tennessee,"Business, Management, Marketing, and Related Support Services",Business Operations Support and Assistant Services,Business/Office Automation/Technology/Data Entry
1,Certificate,2021-22,Jackson,Lexington Extension Campus,"Henderson County, TN",46,46.0302,46.03,Tennessee,Construction Trades,Electrical and Power Transmission Installers,Electrician
1,Certificate,2021-22,Jackson,Lexington Extension Campus,"Henderson County, TN",48,48.0501,48.05,Tennessee,Precision Production,Precision Metal Working,Machine Tool Technology/Machinist
3,Certificate,2019-20,Jackson,Lexington Extension Campus,"Henderson County, TN",48,48.0501,48.05,Tennessee,Precision Production,Precision Metal Working,Machine Tool Technology/Machinist
2,Certificate,2019-20,Jackson,Lexington Extension Campus,"Henderson County, TN",46,46.0302,46.03,Tennessee,Construction Trades,Electrical and Power Transmission Installers,Electrician
3,Certificate,2019-20,Jackson,Lexington Extension Campus,"Henderson County, TN",52,52.0407,52.04,Tennessee,"Business, Management, Marketing, and Related Support Services",Business Operations Support and Assistant Services,Business/Office Automation/Technology/Data Entry
2,Certificate,2019-20,Jackson,Lexington Extension Campus,"Henderson County, TN",52,52.0402,52.04,Tennessee,"Business, Management, Marketing, and Related Support Services",Business Operations Support and Assistant Services,Executive Assistant/Executive Secretary
6,Certificate,2019-20,Jackson,Lexington Extension Campus,"Henderson County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
12,Diploma,2021-22,Jackson,Lexington Extension Campus,"Henderson County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
1,Diploma,2021-22,Jackson,Lexington Extension Campus,"Henderson County, TN",52,52.0402,52.04,Tennessee,"Business, Management, Marketing, and Related Support Services",Business Operations Support and Assistant Services,Executive Assistant/Executive Secretary
18,Diploma,2021-22,Jackson,Lexington Extension Campus,"Henderson County, TN",46,46.0302,46.03,Tennessee,Construction Trades,Electrical and Power Transmission Installers,Electrician
5,Diploma,2021-22,Jackson,Lexington Extension Campus,"Henderson County, TN",52,52.0407,52.04,Tennessee,"Business, Management, Marketing, and Related Support Services",Business Operations Support and Assistant Services,Business/Office Automation/Technology/Data Entry
6,Diploma,2021-22,Jackson,Lexington Extension Campus,"Henderson County, TN",48,48.0501,48.05,Tennessee,Precision Production,Precision Metal Working,Machine Tool Technology/Machinist
3,Diploma,2021-22,Jackson,Lexington Extension Campus,"Henderson County, TN",52,52.0904,52.09,Tennessee,"Business, Management, Marketing, and Related Support Services",Hospitality Administration/Management,Hotel/Motel Administration/Management
1,Diploma,2019-20,Jackson,Lexington Extension Campus,"Henderson County, TN",52,52.0407,52.04,Tennessee,"Business, Management, Marketing, and Related Support Services",Business Operations Support and Assistant Services,Business/Office Automation/Technology/Data Entry
19,Diploma,2019-20,Jackson,Lexington Extension Campus,"Henderson County, TN",46,46.0302,46.03,Tennessee,Construction Trades,Electrical and Power Transmission Installers,Electrician
6,Diploma,2019-20,Jackson,Lexington Extension Campus,"Henderson County, TN",48,48.0501,48.05,Tennessee,Precision Production,Precision Metal Working,Machine Tool Technology/Machinist
4,Diploma,2019-20,Jackson,Lexington Extension Campus,"Henderson County, TN",52,52.0402,52.04,Tennessee,"Business, Management, Marketing, and Related Support Services",Business Operations Support and Assistant Services,Executive Assistant/Executive Secretary
7,Diploma,2019-20,Jackson,Lexington Extension Campus,"Henderson County, TN",48,48.0508,48.05,Tennessee,Precision Production,Precision Metal Working,Welding Technology/Welder
2,Diploma,2019-20,Jackson,Lexington Extension Campus,"Henderson County, TN",52,52.0904,52.09,Tennessee,"Business, Management, Marketing, and Related Support Services",Hospitality Administration/Management,Hotel/Motel Administration/Management
2,Certificate,2021-22,Jackson,Main Campus,"Madison County, TN",51,51.0707,51.07,Tennessee,Health Professions and Related Programs,Health and Medical Administrative Services,Health Information/Medical Records Technology/Technician
56,Certificate,2021-22,Jackson,Main Campus,"Madison County, TN",49,49.0205,49.02,Tennessee,Transportation and Materials Moving,Ground Transportation,Truck and Bus Driver/Commercial Vehicle Operator and Instructor
